Date,Year,Months,Item,Domain,Area,Element,Value
2010-10-01,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1450.00
2010-10-02,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1448.39
2010-10-03,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1446.77
2010-10-04,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1445.16
2010-10-05,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1443.55
2010-10-06,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1441.94
2010-10-07,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1440.32
2010-10-08,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1438.71
2010-10-09,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1437.10
2010-10-10,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1435.48
2010-10-11,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1433.87
2010-10-12,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1432.26
2010-10-13,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1430.65
2010-10-14,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1429.03
2010-10-15,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1427.42
2010-10-16,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1425.81
2010-10-17,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1424.19
2010-10-18,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1422.58
2010-10-19,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1420.97
2010-10-20,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1419.35
2010-10-21,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1417.74
2010-10-22,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1416.13
2010-10-23,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1414.52
2010-10-24,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1412.90
2010-10-25,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1411.29
2010-10-26,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1409.68
2010-10-27,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1408.06
2010-10-28,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1406.45
2010-10-29,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1404.84
2010-10-30,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1403.23
2010-10-31,2010.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1401.61
2010-11-01,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2010-11-02,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1398.33
2010-11-03,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1396.67
2010-11-04,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1395.00
2010-11-05,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1393.33
2010-11-06,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1391.67
2010-11-07,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1390.00
2010-11-08,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1388.33
2010-11-09,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1386.67
2010-11-10,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1385.00
2010-11-11,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1383.33
2010-11-12,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1381.67
2010-11-13,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1380.00
2010-11-14,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1378.33
2010-11-15,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1376.67
2010-11-16,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1375.00
2010-11-17,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1373.33
2010-11-18,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1371.67
2010-11-19,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1370.00
2010-11-20,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1368.33
2010-11-21,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1366.67
2010-11-22,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1365.00
2010-11-23,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1363.33
2010-11-24,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1361.67
2010-11-25,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1360.00
2010-11-26,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1358.33
2010-11-27,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1356.67
2010-11-28,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1355.00
2010-11-29,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1353.33
2010-11-30,2010.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1351.67
2010-12-01,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1350.00
2010-12-02,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1330.65
2010-12-03,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1311.29
2010-12-04,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1291.94
2010-12-05,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1272.58
2010-12-06,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1253.23
2010-12-07,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1233.87
2010-12-08,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1214.52
2010-12-09,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1195.16
2010-12-10,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1175.81
2010-12-11,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1156.45
2010-12-12,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1137.10
2010-12-13,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1117.74
2010-12-14,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1098.39
2010-12-15,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1079.03
2010-12-16,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1059.68
2010-12-17,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1040.32
2010-12-18,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1020.97
2010-12-19,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1001.61
2010-12-20,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),982.26
2010-12-21,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),962.90
2010-12-22,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),943.55
2010-12-23,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),924.19
2010-12-24,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),904.84
2010-12-25,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),885.48
2010-12-26,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),866.13
2010-12-27,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),846.77
2010-12-28,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),827.42
2010-12-29,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),808.06
2010-12-30,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),788.71
2010-12-31,2010.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),769.35
2011-01-01,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),750.00
2011-01-02,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),751.61
2011-01-03,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),753.23
2011-01-04,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),754.84
2011-01-05,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),756.45
2011-01-06,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),758.06
2011-01-07,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),759.68
2011-01-08,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),761.29
2011-01-09,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),762.90
2011-01-10,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),764.52
2011-01-11,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),766.13
2011-01-12,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),767.74
2011-01-13,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),769.35
2011-01-14,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),770.97
2011-01-15,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),772.58
2011-01-16,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),774.19
2011-01-17,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),775.81
2011-01-18,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),777.42
2011-01-19,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),779.03
2011-01-20,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),780.65
2011-01-21,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),782.26
2011-01-22,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),783.87
2011-01-23,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),785.48
2011-01-24,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),787.10
2011-01-25,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),788.71
2011-01-26,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),790.32
2011-01-27,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),791.94
2011-01-28,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),793.55
2011-01-29,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),795.16
2011-01-30,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),796.77
2011-01-31,2011.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),798.39
2011-02-01,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-02,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-03,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-04,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-05,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-06,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-07,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-08,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-09,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-10,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-11,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-12,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-13,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-14,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-15,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-16,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-17,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-18,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-19,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-20,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-21,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-22,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-23,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-24,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-25,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-26,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-27,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-02-28,2011.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-01,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-02,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-03,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-04,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-05,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-06,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-07,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-08,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-09,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-10,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-11,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-12,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-13,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-14,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-15,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-16,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-17,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-18,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-19,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-20,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-21,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-22,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-23,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-24,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-25,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-26,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-27,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-28,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-29,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-30,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-03-31,2011.0,March,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-01,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-02,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-03,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-04,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-05,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-06,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-07,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-08,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-09,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-10,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-11,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-12,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-13,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-14,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-15,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-16,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-17,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-18,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-19,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-20,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-21,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-22,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-23,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
2011-04-24,2011.0,April,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),800.00
